date,branch,direction,dOpen,bHi,bLo,entry,sl,tp,outcome,exit_price,exit_bar,bars_held,bars_to_entry,pnl,mfe,mae
2025-06-12,along,1,8605.657,8612.625,8608.561,8612.625,8591.561,8651.625,SL,8591.561,2025-06-12 10:52:00+10:00,48,0,-21.064000000000306,0.0,21.064000000000306
2025-06-16,along,1,8536.561,8563.625,8560.561,8563.625,8543.561,8602.625,TIMEOUT,8548.999,2025-06-16 13:08:00+10:00,180,0,-14.626000000000204,14.373999999999796,18.031999999999243
2025-06-17,along,1,8533.999,8535.689,8535.689,8535.689,8518.689,8574.689,TIMEOUT,8544.657,2025-06-17 13:05:00+10:00,180,0,8.967999999998938,34.0,5.095999999999549
2025-06-25,along,1,8557.625,8559.689,8558.561,8559.689,8541.561,8598.689,TIMEOUT,8548.625,2025-06-25 13:15:00+10:00,180,0,-11.064000000000306,15.0,16.12800000000061
2025-06-26,along,1,8522.561,8539.999,8539.689,8539.999,8522.689,8578.999,TIMEOUT,8544.593,2025-06-26 13:20:00+10:00,180,0,4.59400000000096,18.69000000000051,9.342000000000553
2025-06-27,along,1,8588.999,8601.657,8590.657,8601.657,8573.657,8640.657,SL,8573.657,2025-06-27 11:07:00+10:00,61,0,-28.0,4.342000000000553,29.031999999999243
2025-07-01,along,1,8542.593,8564.657,8558.657,8564.657,8541.657,8603.657,TIMEOUT,8549.657,2025-07-01 13:21:00+10:00,180,0,-15.0,12.342000000000553,21.09599999999955
2025-07-02,along,1,8568.689,8582.593,8574.689,8582.593,8557.689,8621.593,SL,8557.689,2025-07-02 11:26:00+10:00,79,0,-24.90400000000045,3.0639999999984866,25.968000000000757
2025-07-03,along,1,8599.689,8609.657,8606.689,8609.657,8589.689,8648.657,SL,8589.689,2025-07-03 10:15:00+10:00,11,0,-19.967999999998938,0.0,21.031999999999243
2025-07-07,along,1,8610.561,8613.593,8605.689,8613.593,8588.689,8652.593,SL,8588.689,2025-07-07 11:11:00+10:00,66,0,-24.90400000000045,3.095999999999549,25.0
2025-07-14,along,1,8550.561,8562.625,8557.593,8562.625,8540.593,8601.625,TIMEOUT,8579.689,2025-07-14 13:19:00+10:00,180,0,17.064000000000306,27.373999999999796,4.935999999999694
2025-07-15,along,1,8616.625,8632.625,8620.625,8632.625,8603.625,8671.625,SL,8603.625,2025-07-15 10:53:00+10:00,47,0,-29.0,0.9680000000007567,29.031999999999243
2025-07-22,along,1,8688.625,8700.561,8693.593,8700.561,8676.593,8739.561,SL,8676.593,2025-07-22 10:50:00+10:00,46,0,-23.967999999998938,15.0,25.0
2025-08-04,along,1,8618.999,8635.689,8634.657,8635.689,8617.657,8674.689,TIMEOUT,8647.625,2025-08-04 13:07:00+10:00,180,0,11.935999999999694,32.96799999999894,2.128000000000611
2025-08-11,along,1,8817.561,8820.625,8818.999,8820.625,8801.999,8859.625,TIMEOUT,8835.999,2025-08-11 13:20:00+10:00,180,0,15.373999999999796,30.373999999999796,4.935999999999694
2025-08-12,along,1,8835.657,8844.657,8824.561,8844.657,8807.561,8883.657,TIMEOUT,8853.689,2025-08-12 13:17:00+10:00,180,0,9.032000000001062,22.342000000000553,4.0
2025-08-18,along,1,8903.657,8914.625,8901.593,8914.625,8884.593,8953.625,TP,8953.625,2025-08-18 11:25:00+10:00,80,0,39.0,39.064000000000306,0.6260000000002037
2025-08-21,along,1,8939.999,8962.999,8959.561,8962.999,8942.561,9001.999,TP,9001.999,2025-08-21 12:45:00+10:00,159,0,39.0,39.5619999999999,13.40599999999904
2025-08-22,along,1,9010.999,9020.593,9011.561,9020.593,8994.561,9059.593,SL,8994.561,2025-08-22 10:15:00+10:00,11,0,-26.032000000001062,0.0,29.032000000001062
2025-08-29,along,1,8953.689,8963.625,8961.689,8963.625,8944.689,9002.625,SL,8944.689,2025-08-29 10:13:00+10:00,9,0,-18.935999999999694,5.373999999999796,20.064000000000306
2025-09-03,along,1,8851.593,8862.657,8853.593,8862.657,8836.593,8901.657,SL,8836.593,2025-09-03 11:05:00+10:00,61,0,-26.063999999998487,0.0,29.09599999999955
2025-09-04,along,1,8758.657,8802.689,8772.561,8802.689,8755.561,8841.689,TIMEOUT,8796.593,2025-09-04 13:08:00+10:00,180,0,-6.095999999999549,16.30999999999949,14.69000000000051
2025-09-12,along,1,8845.561,8845.657,8843.689,8845.657,8826.689,8884.657,TP,8884.657,2025-09-12 10:51:00+10:00,47,0,39.0,41.0,5.063999999998487
2025-09-17,along,1,8841.593,8845.689,8844.689,8845.689,8827.689,8884.689,SL,8827.689,2025-09-17 11:16:00+10:00,69,0,-18.0,5.871999999999389,18.12800000000061
