perm,best_pf,best_exp,median_pf,n_cells
172,2.3742404105159167,8.788954545454546,0.8205930860006725,29
173,2.007136561371585,7.0844,1.0391873700712266,29
174,3.3972179951561383,11.773368421052632,1.0578174066518442,29
175,4.838733014594867,14.935684210526311,1.147666617540577,29
176,2.4900191123380764,9.355333333333332,1.158481581210544,29
177,2.110668483928212,7.58878125,0.9147717050991335,28
178,1.8756771259198688,6.231,0.9467807534347524,29
179,2.062456866804692,7.389600000000001,0.9339419656935734,29
180,1.7723312126305935,5.80756,0.7196764516559991,29
181,5.820900964331066,16.671304347826087,1.1994952479024936,29
182,2.014744101796744,7.21548,0.7695485305273279,29
183,3.7418544360517214,13.179461538461537,0.9143486815841697,28
184,2.3103406185355073,8.498541666666666,1.1000589255206854,29
185,4.59965086577586,14.759894736842101,1.0638799603472622,29
186,3.5437302646915456,12.634842105263157,1.038651054952222,29
187,2.5757846885195526,9.68661111111111,1.2729690200771173,29
188,2.151929234761378,7.836173913043479,0.9590518693793196,29
189,2.2959749707288046,8.439875,1.0083179843785397,29
190,14.550979153506,21.4512,0.9877812928263122,29
191,2.2375964463775495,8.22973076923077,1.136134832340959,29
192,2.761716640011862,10.396,1.0640227045373918,29
193,3.00057515950025,11.04870588235294,0.9048165097152294,29
194,2.5281531621740694,9.084142857142856,0.9927657520199867,29
195,2.730616647859936,10.160666666666666,0.9878085591628654,29
196,2.4947034648905264,9.375444444444444,0.8750405407712135,29
197,2.1461950021410954,7.762299999999999,0.9142697273828327,29
198,2.5674513911024093,9.56188888888889,1.0525766094918656,29
199,2.266551297113644,8.397368421052631,0.9433910502901087,29
200,1.666633233642133,5.042137931034483,0.9510143179148546,29
201,2.6756170045739647,9.96090476190476,0.9194915991990947,29
202,2.058979451286897,7.346611111111112,0.9969521735589267,29
203,3.8416636419924424,13.3095,1.1807764472430422,29
204,2.0089607646519174,7.093650000000001,0.9133419013930391,29
205,2.4583244782590215,9.149333333333335,1.0779051630169654,28
206,1.9477069798700677,6.580666666666667,1.0005566296446105,29
207,1.826206380283312,5.978291666666667,1.0148742950757694,29
208,3.063574764215731,11.268149999999999,1.106236360699925,28
209,3.2543274906911273,11.820190476190476,0.8844583264428449,28
210,1.6548785222809932,5.144299999999998,0.8727251014027921,29
211,2.2990996150297476,8.506666666666668,0.9875804164839422,29
212,2.103108280436285,7.373333333333332,0.9080511610327491,29
213,1.9939417497292944,7.159759999999999,0.8214274259934359,29
214,3.174388967456874,11.339166666666666,0.7660145007984832,29
215,1.9076462991244398,6.601214285714286,0.8213941706446137,29
216,2.003630705394191,7.062749999999999,0.9582899316817847,29
217,2.26108382058179,8.095233333333333,0.9423730022548317,29
218,2.315039246910274,8.48331818181818,1.147401068752853,29
219,1.847759619701948,6.260526315789474,0.9818254699280183,29
220,3.180560967873488,11.457809523809525,1.1805891580646783,29
